"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:0zDVclPMSsjeyvbnqhWOmt","La vie en rose - Single Version","spotify:artist:19eLuQmk9aCobbVDHc6eek","Louis Armstrong","spotify:album:17fcllu2aPjrx4ZCm05jMc","Satchmo Serenades","spotify:artist:19eLuQmk9aCobbVDHc6eek","Louis Armstrong","1952-04-01","https://i.scdn.co/image/ab67616d0000b273cd1ea8639de6d3f827fba218","1","5","203760","https://p.scdn.co/mp3-preview/f8a1d349291be2c63b4609b53b9d2274d66b7cc8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","USMC15076528","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-01-30T05:00:18Z"
"spotify:track:5fZJQrFKWQLb7FpJXZ1g7K","A Bar Song (Tipsy)","spotify:artist:3y2cIKLjiOlp1Np37WiUdH","Shaboozey","spotify:album:0DLvFVIfwt3OHdK9kGeEM3","Where I've Been, Isn't Where I'm Going","spotify:artist:3y2cIKLjiOlp1Np37WiUdH","Shaboozey","2024-05-31","https://i.scdn.co/image/ab67616d0000b27360df033c8f8b17384387666a","1","2","171291","https://p.scdn.co/mp3-preview/0c6b7caa5c2962837d1122d45d8b9fe70bec29c0?cid=9950ac751e34487dbbe027c4fd7f8e99","true","84","USUYG1541249","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-01-30T10:05:32Z"
"spotify:track:6lQOT2gQrFPGvhydbi4Lkw","YOU & I","spotify:artist:0jPHHnU8GUWEF7rwPE9osY","Jordan Adetunji","spotify:album:3oRlu91UUBH536qpdagyNQ","ROCK 'N' RAVE","spotify:artist:0jPHHnU8GUWEF7rwPE9osY","Jordan Adetunji","2023-10-13","https://i.scdn.co/image/ab67616d0000b273a66c278d82fae8147e785979","1","4","114342","https://p.scdn.co/mp3-preview/f786488c2ae5f1b091afbcd54e6a826aeac4bc01?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","GBARL2300238","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-01-30T10:05:38Z"
"spotify:track:1PS1QMdUqOal0ai3Gt7sDQ","Gold Digger","spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:7LnaAXbDVIL75IVPnndf7w","Kanye West, Jamie Foxx","spotify:album:5ll74bqtkcXlKE7wwkMq4g","Late Registration","spotify:artist:5K4W6rqBFWDnAN6FQUkS6x","Kanye West","2005-08-30","https://i.scdn.co/image/ab67616d0000b273428d2255141c2119409a31b2","1","4","207626","https://p.scdn.co/mp3-preview/c07d8315fb8fc3a820a312e29961c96a2e7d7229?cid=9950ac751e34487dbbe027c4fd7f8e99","true","81","USUM70500143","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-01-31T06:56:42Z"
"spotify:track:47QDvqfpUTIGckdCacLd8P","Spirits","spotify:artist:6ujr1NkqbZpYOhquczUUfl","The Strumbellas","spotify:album:21fsTeBAGnpzzJ1brqXG9i","Hope","spotify:artist:6ujr1NkqbZpYOhquczUUfl","The Strumbellas","2016-04-22","https://i.scdn.co/image/ab67616d0000b273bfa12b3e57b6f5a21f2959fd","1","1","203653","https://p.scdn.co/mp3-preview/cdf0a0793b44d83c105415efe0f2fca0b6d8f848?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","CA6MD1500001","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-01-31T15:05:13Z"
"spotify:track:4wVHiVBihG4Monwroz7Ptm","In My Head Till I'm Dead","spotify:artist:1gl0S9pS0Zw0qfa14rDD3D","Surf Curse","spotify:album:03WcbJcmiYID0oOG8U8uvy","Buds","spotify:artist:1gl0S9pS0Zw0qfa14rDD3D","Surf Curse","2015-05-10","https://i.scdn.co/image/ab67616d0000b273e7289c3e83beb4d0c1084c97","1","5","208741","https://p.scdn.co/mp3-preview/4ea864ad77bee5336ec1db08cb3e3211cbbdf8c3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","TCACA1429219","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-02-01T11:41:40Z"
"spotify:track:2262bWmqomIaJXwCRHr13j","Sailor Song","spotify:artist:1iCnM8foFssWlPRLfAbIwo","Gigi Perez","spotify:album:68CN2LzY8MoxO2udy2C22e","Sailor Song","spotify:artist:1iCnM8foFssWlPRLfAbIwo","Gigi Perez","2024-07-26","https://i.scdn.co/image/ab67616d0000b273e6065f209e0a01986206bd53","1","1","211978","https://p.scdn.co/mp3-preview/365f6692c38093959d0bf3e67231d9589da667bb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","96","USHM92438095","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-02-03T09:17:00Z"
"spotify:track:7ne4VBA60CxGM75vw0EYad","That’s So True","spotify:artist:4tuJ0bMpJh08umKkEXKUI5","Gracie Abrams","spotify:album:0hBRqPYPXhr1RkTDG3n4Mk","The Secret of Us (Deluxe)","spotify:artist:4tuJ0bMpJh08umKkEXKUI5","Gracie Abrams","2024-10-18","https://i.scdn.co/image/ab67616d0000b2731dac3694b3289cd903cb3acf","1","15","166300","https://p.scdn.co/mp3-preview/aed073ed2859447c5b275cd7bace28302330b629?cid=9950ac751e34487dbbe027c4fd7f8e99","true","97","USUG12406903","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-02-04T05:08:37Z"
"spotify:track:5JiU3gLHz9AvUnrhXgOmos","Risk","spotify:artist:4tuJ0bMpJh08umKkEXKUI5","Gracie Abrams","spotify:album:4XXTsu7r9865VvXdvF2iQP","The Secret of Us","spotify:artist:4tuJ0bMpJh08umKkEXKUI5","Gracie Abrams","2024-06-20","https://i.scdn.co/image/ab67616d0000b2734ba1c73e08db2c003a78e148","1","2","191586","https://p.scdn.co/mp3-preview/f6e8e2943b893ac1575355f15ba0312dd4221f2f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","81","USUG12401764","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-02-04T05:20:54Z"
"spotify:track:51rfRCiUSvxXlCSCfIztBy","I Love You, I'm Sorry","spotify:artist:4tuJ0bMpJh08umKkEXKUI5","Gracie Abrams","spotify:album:56bdWeO40o3WfAD2Lja4dl","The Secret of Us","spotify:artist:4tuJ0bMpJh08umKkEXKUI5","Gracie Abrams","2024-06-21","https://i.scdn.co/image/ab67616d0000b2736e2101520787791370f4a96b","1","4","157146","https://p.scdn.co/mp3-preview/e769aa637d6edb1bc8ce037a4ed830e9dd54a2d5?cid=9950ac751e34487dbbe027c4fd7f8e99","true","91","USUG12401766","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-02-04T05:20:58Z"
"spotify:track:1HQWqum4JXBAiStzt0DibJ","I Can't Fit In","spotify:artist:3HedFe4b2Nqeg1CEzmt6ZI","Marino","spotify:album:6D2reSaIFFkF0FXqkkCjPm","I Can't Fit In","spotify:artist:3HedFe4b2Nqeg1CEzmt6ZI","Marino","2025-02-06","https://i.scdn.co/image/ab67616d0000b2736bb0f0d33fc160307af751b6","1","1","129542","https://p.scdn.co/mp3-preview/0d3adcdb7a59fa4e80a84529daa0d75670e7fcf9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","SE5BU2538337","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-02-06T18:21:32Z"
"spotify:track:3KR1JFRwYzha78aE9SpX3a","Im Doing Fine","spotify:artist:3HedFe4b2Nqeg1CEzmt6ZI, spotify:artist:5b0j3TTNSKCByBq4rHYKvG","Marino, Promoting Sounds","spotify:album:6Zb79k58m2PG70Pp0HICsb","Im Doing Fine","spotify:artist:3HedFe4b2Nqeg1CEzmt6ZI, spotify:artist:5b0j3TTNSKCByBq4rHYKvG","Marino, Promoting Sounds","2024-12-12","https://i.scdn.co/image/ab67616d0000b273a03158ed39ce7468e1637298","1","1","99844","https://p.scdn.co/mp3-preview/37bcd79e4d2c5cf8ed163d8f73ce82d1401bf5c9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","76","SE6SA2488274","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-02-07T02:50:55Z"
"spotify:track:0mHFWWwvg8g4mPtNGy8WYE","The Good Times","spotify:artist:3HedFe4b2Nqeg1CEzmt6ZI","Marino","spotify:album:6qf8uTXIL29eRkOu6PZTwE","The Good Times","spotify:artist:3HedFe4b2Nqeg1CEzmt6ZI","Marino","2024-03-23","https://i.scdn.co/image/ab67616d0000b273ad2fbf49832f8f87688ccf15","1","1","126176","https://p.scdn.co/mp3-preview/3b08490424c6895230bf45eee8054ab758a912e3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","QZHN72461516","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-02-07T02:53:27Z"
"spotify:track:4oHQ8n9OKQ3599e8noCrDX","I Think They Call This Love","spotify:artist:2PI9HrzzMTN7E5poWl4QX5","Elliot James Reay","spotify:album:5bZT73mZyTvxu3de7BBhEu","I Think They Call This Love","spotify:artist:2PI9HrzzMTN7E5poWl4QX5","Elliot James Reay","2024-07-17","https://i.scdn.co/image/ab67616d0000b273a24a9c872775ae61137e23f3","1","1","193573","https://p.scdn.co/mp3-preview/5e31c2e852cba8fc9c9f1b743e37fc49bae5355a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","79","UKW3Z2402037","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-02-07T19:28:46Z"
"spotify:track:6mf7BNgXs8JipPr2QILnyN","Champion Of The World","spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","Coldplay","spotify:album:2FeyIYDDAQqcOJKOKhvHdr","Everyday Life","spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","Coldplay","2019-11-22","https://i.scdn.co/image/ab67616d0000b273733913465adb99353020b805","2","7","257546","https://p.scdn.co/mp3-preview/3ef3303f2cce6438435d2aecb539ade7611b6ce8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","GBAYE1901073","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-02-10T08:39:50Z"
"spotify:track:0TPWRwZqAvE3aqVuQx8CQm","WE PRAY - Jasleen Royal Version","spotify:artist:4gzpq5DPGxSnKTe4SA8HAU, spotify:artist:3wcj11K77LjEY1PkEazffa, spotify:artist:0jIWKlfmD4Ew7HeVVrq03g, spotify:artist:7vXDAI8JwjW531ouMGbfcp, spotify:artist:74OaRjmyh0XyRZsQQQ5l7c, spotify:artist:6eXZu6O7nAUA5z6vLV8NKI","Coldplay, Burna Boy, Elyanna, TINI, Jasleen Royal, Little Simz","spotify:album:7hvPIynnfNUqcj0QjJ3K1W","WE PRAY (Jasleen Royal Version)","spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","Coldplay","2025-02-13","https://i.scdn.co/image/ab67616d0000b2731e78c2f3ba2d768f8afd72a8","1","1","233406","https://p.scdn.co/mp3-preview/68577dc089f53d49000563b28c49b43e2b77fd90?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","GBAYE2500063","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-02-15T16:16:55Z"
"spotify:track:2BNcawEW0KlzLW9DeHzXZJ","Did It First (with Central Cee)","spotify:artist:3LZZPxNDGDFVSIPqf4JuEf, spotify:artist:5H4yInM5zmHqpKIoMNAx4r","Ice Spice, Central Cee","spotify:album:56fzdpwMftta3Dd2MZyGhH","Y2K!","spotify:artist:3LZZPxNDGDFVSIPqf4JuEf","Ice Spice","2024-07-26","https://i.scdn.co/image/ab67616d0000b273ede1ad5db467a94654bc6ab9","1","6","118002","https://p.scdn.co/mp3-preview/f8103a5d83c7a0c6b01be5d97c6cb0f2c9904072?cid=9950ac751e34487dbbe027c4fd7f8e99","true","74","USUG12403632","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-02-15T19:47:49Z"
"spotify:track:43UQpC9l26rsbFzBCIjtat","Chahiye Sab","spotify:artist:3XbsFoxsYfrJyo9VZrbM16, spotify:artist:5mUENA9ewpJd5z9KuwOKrd, spotify:artist:7HdxXwOaQw1SgA1AD2dkFD","Rawal, Bharg, Kreon","spotify:album:6F7ADZUAcSwPqGG0GnI9kW","Sab Chahiye","spotify:artist:3XbsFoxsYfrJyo9VZrbM16, spotify:artist:5mUENA9ewpJd5z9KuwOKrd","Rawal, Bharg","2021-02-26","https://i.scdn.co/image/ab67616d0000b273a96dd539a6a98abb629eb477","1","18","112250","https://p.scdn.co/mp3-preview/3832542f21911e52611135e36aeb315d76e48ddc?cid=9950ac751e34487dbbe027c4fd7f8e99","true","27","TCAFK2145674","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-02-15T19:48:09Z"
"spotify:track:0FuAxpzSZdZJApouX4EbjI","Jaaye","spotify:artist:5mWQT8CLTa4mAQAJdFjHb1","Abdul Hannan","spotify:album:1Gx6bD9vE3Qpu4tCYdyjUg","Jaaye","spotify:artist:5mWQT8CLTa4mAQAJdFjHb1","Abdul Hannan","2025-02-01","https://i.scdn.co/image/ab67616d0000b273ec5585cc527770fa0a469ab3","1","1","144000","https://p.scdn.co/mp3-preview/4b3d3bf09296e8ec030d282ef8273aa7fa8d0a09?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","QZDA62593316","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-02-18T08:11:05Z"
"spotify:track:4XTgFBxBHN6var1BzAgE1m","Jhol","spotify:artist:3scNK8e4mqnP6Rb8a3lwZY, spotify:artist:1nCZUpBIcyOxufOx0lPeIW","Maanu, Annural Khalid","spotify:album:7grtFo2pj5wwRTM7c6NI9y","Jhol","spotify:artist:3scNK8e4mqnP6Rb8a3lwZY, spotify:artist:1nCZUpBIcyOxufOx0lPeIW","Maanu, Annural Khalid","2024-06-14","https://i.scdn.co/image/ab67616d0000b2731344800458a38197bfc721f3","1","1","265817","https://p.scdn.co/mp3-preview/04c04b04170af09ee9ee9cbcc44b2c0824c22545?cid=9950ac751e34487dbbe027c4fd7f8e99","false","84","US38Y2412656","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-02-18T08:15:18Z"
"spotify:track:2lp1Tsn8H6mq0bzXgOeLHY","O Yaara","spotify:artist:5mWQT8CLTa4mAQAJdFjHb1, spotify:artist:6znPk9JRNmg6uyB6h8nJu3","Abdul Hannan, Kaavish","spotify:album:1X6DbsKiPHQycPTlxNamUS","O Yaara","spotify:artist:5mWQT8CLTa4mAQAJdFjHb1, spotify:artist:6znPk9JRNmg6uyB6h8nJu3","Abdul Hannan, Kaavish","2024-05-12","https://i.scdn.co/image/ab67616d0000b2735635ba94dad8e7b80ae37a54","1","1","276000","https://p.scdn.co/mp3-preview/a422b17795cde5c58de12596e026eb98ff60771e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","US38Y2407860","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-02-18T08:16:19Z"
"spotify:track:0Wr1k0Fm8PQvjnSiYReNGC","Chal Chaliye","spotify:artist:5THsb9SGB89ZN6mj7ZYVSD, spotify:artist:6pyNI5UnUNUotfiJiybFuc","Sajjad Ali, Farheen Raza Jaffry","spotify:album:0lkJiX0MNdmSw4aSK0tvgB","Chal Chaliye","spotify:artist:5THsb9SGB89ZN6mj7ZYVSD, spotify:artist:6pyNI5UnUNUotfiJiybFuc","Sajjad Ali, Farheen Raza Jaffry","2024-05-19","https://i.scdn.co/image/ab67616d0000b273c4bea63e3b8a54d3b4c41ea1","1","1","234207","https://p.scdn.co/mp3-preview/f9e8e83633097d72f8f90e80eb2905a6f4b8d2f0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","US38Y2411384","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-02-18T08:16:31Z"
"spotify:track:2xRtXbFAmk3cW6xE1zF7ye","Tu Jhoom","spotify:artist:4sAweKU7CjDZ1bUEb6VF6a, spotify:artist:4EkSOXM6psqNE4w6j0tEEl","Naseebo Lal, Abida Parveen","spotify:album:6VhS1BISA2PS23CmP0XH5M","Tu Jhoom","spotify:artist:4sAweKU7CjDZ1bUEb6VF6a, spotify:artist:4EkSOXM6psqNE4w6j0tEEl","Naseebo Lal, Abida Parveen","2022-01-19","https://i.scdn.co/image/ab67616d0000b2731b0f0651b2c7d1a6041e5861","1","1","397546","https://p.scdn.co/mp3-preview/ea90739021560ef68e3f21c421a4a41d998d2ec0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","TCAFZ2291023","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-02-18T08:17:56Z"
"spotify:track:7MTUN4bpk7Im3Sxz9oCULf","Kana Yaari","spotify:artist:1n9EM0Y4A89vuRiA93gSS9, spotify:artist:6uKDXHJSM9VI5H6FhONorO, spotify:artist:2IBpBrzMIaeeXJnzfJIVLA","Kaifi Khalil, Eva B, Wahab Bugti","spotify:album:6DRq94aOT9Ml8WhJ4PzNGT","Kana Yaari","spotify:artist:1n9EM0Y4A89vuRiA93gSS9, spotify:artist:6uKDXHJSM9VI5H6FhONorO, spotify:artist:2IBpBrzMIaeeXJnzfJIVLA","Kaifi Khalil, Eva B, Wahab Bugti","2022-01-20","https://i.scdn.co/image/ab67616d0000b2730407e4b278400d17970a38af","1","1","226802","https://p.scdn.co/mp3-preview/7eaf4cf0229785778c321fe2b1dac67a284d397d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","FR10S2244029","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-02-18T08:18:41Z"
"spotify:track:02V7b4LNyNXke8WUFnui7G","Tajdar-E-Haram - Coke Studio Season 8","spotify:artist:2oSONSC9zQ4UonDKnLqksx","Atif Aslam","spotify:album:6gbwWRL3C6TV8ky7gqxjcl","Tajdar-E-Haram (Coke Studio Season 8)","spotify:artist:2oSONSC9zQ4UonDKnLqksx","Atif Aslam","2015","https://i.scdn.co/image/ab67616d0000b2734a7d3f1780aa9e842d0bda71","1","1","616509","https://p.scdn.co/mp3-preview/1de60f8a1a0f17b225309f6b2b9d733006423f3a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","USHM21573462","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-02-18T08:19:04Z"
"spotify:track:3yBbbbZNbo4ymn99Y2zoCj","Phir Milenge","spotify:artist:5sJRjMmbbpbEZCtkiZYPCR, spotify:artist:01PyusFVbXgoD5Kl1mR8CC","Faisal Kapadia, Young Stunners","spotify:album:0X4pR3UTMp4MRiGWuHrvtv","Phir Milenge","spotify:artist:5sJRjMmbbpbEZCtkiZYPCR, spotify:artist:01PyusFVbXgoD5Kl1mR8CC","Faisal Kapadia, Young Stunners","2022-03-22","https://i.scdn.co/image/ab67616d0000b273e5b30007af4664232925baca","1","1","351480","https://p.scdn.co/mp3-preview/97c88b927c4f13143b7181d881c1e621fb57a387?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","FR59R2221743","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-02-18T08:19:17Z"
"spotify:track:3EzqUvtr993ok47KHLveON","Bewajah - Coke Studio Season 8","spotify:artist:1NkQbSzN7LhkURNg2ChZMp","Nabeel Shaukat Ali","spotify:album:66tyn64P5HxSybbJcyGbYI","Bewajah (Coke Studio Season 8)","spotify:artist:1NkQbSzN7LhkURNg2ChZMp","Nabeel Shaukat Ali","2015","https://i.scdn.co/image/ab67616d0000b273aaf65e571bb91654f57bf4cc","1","1","352334","https://p.scdn.co/mp3-preview/77dcff4cb6b389554b245cb2785aa0650e4d9ae8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","USHM21573460","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-02-18T08:20:18Z"
"spotify:track:6KdTA6s7zmqLyB5ZNvVta0","Thagyan","spotify:artist:0M4wzwZKh9SSHkOXYNvQlP, spotify:artist:5r3gdJkUB4oAcnuIGXEB7q","Zain Zohaib, Quratulain Balouch","spotify:album:0tcyDiVe5YVzXXocO1nk1m","Thagyan","spotify:artist:0M4wzwZKh9SSHkOXYNvQlP, spotify:artist:5r3gdJkUB4oAcnuIGXEB7q","Zain Zohaib, Quratulain Balouch","2022-03-14","https://i.scdn.co/image/ab67616d0000b273f34fad0992d7854765c84a46","1","1","307976","https://p.scdn.co/mp3-preview/6642b89ede8966e1a872d60057b55f5149a1785d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","FR2X42297465","spotify:user:31upfrncfdfjtnajsgnzpbtyfl7q","2025-02-18T08:20:58Z"
