"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:7nXci98gcFBxwsSRxqkzSq","Dhindora","spotify:artist:4oVMLzAqW6qhRpZWt8fNw4","Kailash Kher","spotify:album:0j5w4hJPgOf4tKecKx5HBv","Dhindora","spotify:artist:5lfGXaGmQck7m2077vsKpy","Bhuvan Bam","2021-10-06","https://i.scdn.co/image/ab67616d0000b2732583b21c6f5ee9d4c6d52a59","1","1","199838","https://p.scdn.co/mp3-preview/91060c4a44e72c21325c3f9e96b3054f09844939?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","INU252102992","","2024-06-27T12:21:22Z"
"spotify:track:3x55c9UVpbURc2T02DLfEM","Te Amo (Duet)","spotify:artist:1wRPtKGflJrBx9BmLsSwlU, spotify:artist:1cfG7UM0OD4O1II1nd15Qo, spotify:artist:3eDT9fwXKuHWFvgZaaYC5v","Pritam, Ash King, Sunidhi Chauhan","spotify:album:5RM8pIBX8zU9g8U5WG4zfZ","Dum Maaro Dum","spotify:artist:1wRPtKGflJrBx9BmLsSwlU","Pritam","2011-03-15","https://i.scdn.co/image/ab67616d0000b273e39388ba8eadf58476135087","1","2","284723","https://p.scdn.co/mp3-preview/7a205cb9d88417a622ba711eb5a251f71f16455e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","INS181100867","","2024-06-27T04:30:05Z"
"spotify:track:0eLtIxPRNJfsmehITZ1qaJ","Sahiba","spotify:artist:3ozYqVCLohfpXIhalkhM8D","Aditya Rikhari","spotify:album:250nGZusEhq33ZIZYJ7eVb","Sahiba","spotify:artist:3ozYqVCLohfpXIhalkhM8D","Aditya Rikhari","2023-12-19","https://i.scdn.co/image/ab67616d0000b2730a47bbe7141fdfe0eb2cdba7","1","1","190098","https://p.scdn.co/mp3-preview/1fb997be8ec3392d3cef404b7f64a4f5f1347db6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","INS182303606","","2024-06-10T09:41:25Z"
"spotify:track:0EwRpK9wY6lHfcJSt82w4x","Aaj Se Teri","spotify:artist:7HCqGPJcQTyGJ2yqntbuyr, spotify:artist:4YRxDV8wJFPHPTeXepOstw","Amit Trivedi, Arijit Singh","spotify:album:2sUawhYyxtLryh34rA4sop","Padman (Original Motion Picture Soundtrack)","spotify:artist:7HCqGPJcQTyGJ2yqntbuyr","Amit Trivedi","2017-12-26","https://i.scdn.co/image/ab67616d0000b2736b652c887eea91470f495eca","1","1","312240","https://p.scdn.co/mp3-preview/19140828bec0f02914a3cf648e883773f84760f9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","INZ031403097","","2024-06-05T13:02:50Z"
"spotify:track:5Vrczz39CvlD3OGCa6utoA","Grease - 2007 Remaster","spotify:artist:3CDKmzJu6uwEGnPLLZffpD","Frankie Valli","spotify:album:0o2oPAxKGui4tvrrNgDtkc","Frankie Valli...Is The Word","spotify:artist:3CDKmzJu6uwEGnPLLZffpD","Frankie Valli","1978","https://i.scdn.co/image/ab67616d0000b273a10a214d4d4935347e8079b4","1","1","207306","https://p.scdn.co/mp3-preview/da975747812078628a690188c6531723a7a6058a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","USRH10720957","","2024-05-19T13:09:37Z"
"spotify:track:5zZaxeRo4e09KUJ5sbEC7Q","ilomilo","spotify:artist:0ZXntjSej6WUvpEMkRgwKJ, spotify:artist:4IPKNc0sHqlSECkJNX7moj","MBNN, Rowald Steyn","spotify:album:2OcIdyZT6qespG0S1MuxYY","ilomilo","spotify:artist:0ZXntjSej6WUvpEMkRgwKJ, spotify:artist:4IPKNc0sHqlSECkJNX7moj","MBNN, Rowald Steyn","2022-01-21","https://i.scdn.co/image/ab67616d0000b273967bee5c61a66e7ad7876434","1","1","181045","https://p.scdn.co/mp3-preview/3e34f5a77debbd7bc3938dfb1b2d098fc39e30f8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","NLZ542101948","","2024-05-17T16:32:00Z"
"spotify:track:7jmHyHMEqm9MJWiMAneF05","Stand By Me","spotify:artist:3plJVWt88EqjvtuB4ZDRV3","Ben E. King","spotify:album:5QL7RNVpZIoIxElgdykaa8","Don't Play That Song","spotify:artist:3plJVWt88EqjvtuB4ZDRV3","Ben E. King","1962","https://i.scdn.co/image/ab67616d0000b273345fcfd262a066eb194d42b6","1","7","175493","https://p.scdn.co/mp3-preview/6fb6a44b929cf182198629dc2443c20206cfcd9c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","79","USAT20000556","","2024-05-12T17:02:07Z"
"spotify:track:4hYOFRsFJtPLjjHWmJC4XM","Shepherd's Bell Carol","spotify:artist:2kb6YOViNugJV7cxadLL1j","Samuel Pegg","spotify:album:2x6Metg6LcUy71uvZUQtAn","Classic Christmas: All Is Calm All Is Bright","spotify:artist:2kb6YOViNugJV7cxadLL1j, spotify:artist:5TQCWOTj9cNE4P0C7eiZps, spotify:artist:6YsinAkM0jBHU6umepGAaZ","Samuel Pegg, Martin Batchelar, Thomas Hewitt Jones","2018-11-21","https://i.scdn.co/image/ab67616d0000b273f52a78fba5cf8321aaad5a69","1","1","158725","https://p.scdn.co/mp3-preview/49e762e9dfc0564dab893e9e650e8080fa293197?cid=9950ac751e34487dbbe027c4fd7f8e99","false","11","GB22P1805501","","2024-05-12T16:46:44Z"
"spotify:track:5aADfE5q0L9RXSxXNz0r2X","Jiya Mera","spotify:artist:6pYc4P7IWYwWttTPzYkDV4, spotify:artist:4MCoxHC5rvQP0I7o63RXSH, spotify:artist:1mmWHJzVXCNSQBlbeAMKFU","Garvit - Priyansh, Garvit Soni, Priyansh Srivastava","spotify:album:4LAHU5zvi4sU5wBApjHa4E","Lafz","spotify:artist:6pYc4P7IWYwWttTPzYkDV4","Garvit - Priyansh","2024-04-09","https://i.scdn.co/image/ab67616d0000b273ea2dbff5ffcc23917f516c78","1","1","165020","https://p.scdn.co/mp3-preview/40172d392926498ac9330192c63a127adbefdc55?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","INS182401026","","2024-04-23T11:29:44Z"
"spotify:track:2wEGsRDi3CcK1wFyYkPkaH","Ansuna","spotify:artist:2sjFmfxifbUo2A25xuQOp0","gini","spotify:album:2kX6KDmCinPvDIRSeiLpgb","Ansuna","spotify:artist:2sjFmfxifbUo2A25xuQOp0","gini","2024-04-03","https://i.scdn.co/image/ab67616d0000b2735c642aa96eb22f49053ce9fe","1","1","224651","https://p.scdn.co/mp3-preview/1d0f2d0e27df2dfe4531b52b1fa51f7192b4c14a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","QM4TX2449654","","2024-04-16T19:38:31Z"
